gene	5FU_6	5FU_6	5FU_6	5FU_6	5FU_6	5FU_6
ENSRNOG00000000926	1270.0044	1191.9963	1173.003	1039.9999	1236.0035	1000.9997
ENSRNOG00000000931	1361.0002	1481.0015	1665.999	1566.0001	1621.9996	1755.9997
ENSRNOG00000000934	28.1961	19.5527	31.6459	26.606	77.8941	40.7097
ENSRNOG00000000936	294.0001	408.9996	462.0001	379.9996	430.0002	460.9997
ENSRNOG00000000937	132	150	139	166	183	160
ENSRNOG00000000938	7394	6551.99	5671.98	6091.99	6745.99	6005
ENSRNOG00000000940	286	269	330	291	318	262
ENSRNOG00000000942	309	224	317	299	294	393
ENSRNOG00000000943	0	0	0	0	0	0
ENSRNOG00000000952	0	0	0	0	0	0
ENSRNOG00000000954	1092	1077	1089	968	1191	960
ENSRNOG00000000955	535.344	493.567	624.618	620.985	607.639	594.597
ENSRNOG00000000956	63.7044	48.5256	45.4749	73.1633	105.822	69.42948
ENSRNOG00000000957	11634.5	11550.4	9305.08	10257.6	11491.5	9539.25
ENSRNOG00000000958	57.8886	46.1996	57.3226	60.0751	91.9798	87.5886
ENSRNOG00000000961	0	0	0	0	1	0
ENSRNOG00000000962	557	490	550	552	554	519
ENSRNOG00000000963	8	14	29	17	16	26
ENSRNOG00000000964	0	0	0	0	0	0
ENSRNOG00000000967	1550	979	1224	1635	1174	1477
ENSRNOG00000000968	1122.727	1156.535	1323.955	1325.1426	1368.5194	1380.2141
ENSRNOG00000000969	1	0	4	0	3	2
ENSRNOG00000000973	0	1	0	0	2	0
ENSRNOG00000000974	613	629	726	680	754	635
ENSRNOG00000000975	599	612	586	608	660	670
ENSRNOG00000000977	311	408	470	424	466	514
ENSRNOG00000000979	356	265	287	325	262	316
ENSRNOG00000000981	521	567	673	653	713	664
ENSRNOG00000000983	373	340	378	351	464	370.128
ENSRNOG00000000985	578.0408	619.9995	737.5131	697.666	757.316	709.8922
ENSRNOG00000000986	52	35	63	67	40	57.00001
ENSRNOG00000000987	491.7889	410.278	440.7579	486.0457	484.0578	488.496
ENSRNOG00000000988	1191	992	1106	1181	1150	1121
ENSRNOG00000000989	1433.2156	1490.7203	1295.2423	1323.9546	1452.94246	1283.5033
ENSRNOG00000000990	3534.99896	2909.0013	2563.99965	2967.99967	3507.00278	2909.99736
ENSRNOG00000000991	4451	5256	5028	5213	6097	4864
ENSRNOG00000000993	0	0	0	0	0	0
ENSRNOG00000000994	131	125	121	150	149	171
ENSRNOG00000000996	2192	2205	2261	2373	2293	2188
ENSRNOG00000000999	1510.004	1302.0037	1466.0025	1742.001	1597.003	1775.001
ENSRNOG00000001001	2.000001	0	2.999997	2	2	1
ENSRNOG00000001003	1265	1043	1108	1099	1241	1109
ENSRNOG00000001004	2787.24	2813	4716	4977	2914.03	4770.93
ENSRNOG00000001005	19	13	8	26	10	31
ENSRNOG00000001006	77	59	35	47	44	36
ENSRNOG00000001007	269	296.9999	353	329.9995	351.9996	353.9996
ENSRNOG00000001009	1879.0038	1684.9967	1919.9969	2342.0046	2255.005	2343.0041
ENSRNOG00000001010	986.0002	856.99983	1022.99891	898.99992	1078.00363	1007.99961
ENSRNOG00000001011	15	10	20	14	10	11
ENSRNOG00000001017	0	0	0	1	0	0
ENSRNOG00000001027	0	0	0	0	0	0
ENSRNOG00000001030	2448.997	3364.995	3608.002	3990.996	3559.001	4037
ENSRNOG00000001031	1	3	0	0	0	1
ENSRNOG00000001032	1426.00004	1471.00151	1261.9998	1324.9995	1498.99841	1477.0023
ENSRNOG00000001033	282	293	286	300	319	350
ENSRNOG00000001034	803.0005	847.9999	972.0001	976.0001	1078.0004	993.9997
ENSRNOG00000001035	339	270	295	388	366.497	327
ENSRNOG00000001036	87.4311	93.65066	112.95306	132.40127	120.41798	132.01894
ENSRNOG00000001037	399	381	477	387.867	441	424
ENSRNOG00000001039	989.06438	913.00033	897.00068	906.00027	1051.5029	945.02006
ENSRNOG00000001040	514.0002	491	526.0003	546.99966	501.0002	570.99981
ENSRNOG00000001043	524.936	456	474	481	574	497.98
ENSRNOG00000001044	1260.997	834.0002	877.9997	883.9999	884.9999	851.0003
ENSRNOG00000001047	844.0005	634.0002	998.0002	863.9998	875.9998	933.9999
ENSRNOG00000001048	41	29.00003	44	48.000021	67	82
ENSRNOG00000001049	47214.7	46072	39179.5	40518.6	48263.1	39454.9
ENSRNOG00000001050	1071.5035	1168.6085	1184.3094	1193.8185	1315.1323	1158.5176
ENSRNOG00000001052	1142	1039	1294	1181	1249	1104
ENSRNOG00000001053	4965	5079	4915	4981	5404	4592
ENSRNOG00000001055	1885.002	1873.004	2005.999	2042.002	2174.999	1911.996
ENSRNOG00000001056	433	411	488	435	438	454
ENSRNOG00000001057	115	124	130	191	125	187
ENSRNOG00000001058	2267	1980	1893	2028	2049	1997
ENSRNOG00000001059	755.385	637.758	655.146	789.142	691.651	716.145
ENSRNOG00000001060	598	486	488	483	561	544
ENSRNOG00000001061	346	355	421	452	413	387
ENSRNOG00000001062	1147.34	915.611	950.912	1127.71	1041.33	1260.71
ENSRNOG00000001064	1458.9997	1374	1549.5994	1542.5141	1456.3928	1720.4297
ENSRNOG00000001065	623	604.9998	651.9997	694	624.9996	665.9997
ENSRNOG00000001066	0	2	1	2	2	1
ENSRNOG00000001068	3372.0027	3450.996	4081.00383	4156.9957	4135.99459	4326.9935
ENSRNOG00000001069	1361.85	1270.31	1521.42	1418.29	1261.52	1517.24
ENSRNOG00000001070	2309	2204	2159	2179	2433	2523
ENSRNOG00000001071	1.10922	1.15172	1.17609	0	1.11644	5.65679
ENSRNOG00000001072	1089.32	953.932	1110.35	1147.95	1249.89	1278.2
ENSRNOG00000001073	357.3254	343.0526	327.0232	426.7614	468.4347	423.9544
ENSRNOG00000001074	422	366	436	449	393	569
ENSRNOG00000001079	294.5501	372.64114	396.9907	482.0924	457.79087	378.28704
ENSRNOG00000001080	1536	1345	1209	1076	1392	1063
ENSRNOG00000001081	201	178	195	182	214	193
ENSRNOG00000001082	348	194	216	209	220	245
ENSRNOG00000001083	1174	1368	1658	1664	1461	1593
ENSRNOG00000001086	1581	1504	1666	1878	1629	1753
ENSRNOG00000001088	551	573	530	593	656	565
ENSRNOG00000001090	372	427	479	462	471	509
ENSRNOG00000001091	974	970	1193	1224	1162	1285
ENSRNOG00000001092	1	1	5	2	2	1
ENSRNOG00000001094	277	257	349	397	389	332
ENSRNOG00000001098	734	829.99950463628	917.0001	932.00020001745	851.999	948.0005
ENSRNOG00000001099	359	287	260.9997	263	310	306
ENSRNOG00000001101	1021	1112	1426.001	1395.002	1216	1406
ENSRNOG00000001104	820	757	1081	1127	845	1240
ENSRNOG00000001106	693	706	771	744	757	804
ENSRNOG00000001107	79.9234	70.9313	83.9678	97.0669	80.5127	91.7689
ENSRNOG00000001108	567	649	656	645	627	693
ENSRNOG00000001111	270	237	238	206	160	431
ENSRNOG00000001113	3	11	6	13	3	4
ENSRNOG00000001114	691.889	750.176	885.495	866.203	843.713	837.906
ENSRNOG00000001115	14	16	14	15	6	17
ENSRNOG00000001117	279	259	403	361	334	380
ENSRNOG00000001120	1980.988	1493.05800029	2247.507	2310.114	1862.286	2485.9932
ENSRNOG00000001123	397	327	417	438	403	479
ENSRNOG00000001124	104.64	106.476	139.12	115.017	152.846	123.1
ENSRNOG00000001126	1133.999	1044.9997	1281.0001	1345.0005	1305	1374
ENSRNOG00000001128	2798	1891	1765	1298	2039	1262
ENSRNOG00000001129	759	760	1000	1084	1025	1057
ENSRNOG00000001130	2.02239	1.01494	5.00417	2.03299	2.02922	5.04943
ENSRNOG00000001134	595.52359	546.71852	538.34547	645.07691	758.3064	660.62695
ENSRNOG00000001135	3958	2520	2533	2705	2881	2542
ENSRNOG00000001136	13984	12158	12267	12021	14152	11505
ENSRNOG00000001138	137.9996	146	202.0002	173.00044	157.9995	167.0001
ENSRNOG00000001139	933	955	1083	1134	1082	1129
ENSRNOG00000001141	27	9	17	23	20	11
ENSRNOG00000001142	1652	1231	1420	1401	1408	1384
ENSRNOG00000001143	274.9998	326.4452	500.9994	529.0077	406.308	517.0659
ENSRNOG00000001148	63120	60777	54379	54803	64392	52310
ENSRNOG00000001149	1290.00397	1360.00406	1593.99850508	1635.9999063	1561.0035066	1554.00232
ENSRNOG00000001151	53	73	67	69	83	86
ENSRNOG00000001152	3.09618	6.97388	7.45835	8.40542	9.01603	4.00695
ENSRNOG00000001153	0	0	0	0	1	0
ENSRNOG00000001156	45	57	91	83	70	73
ENSRNOG00000001157	9	5	5	8	7	6
ENSRNOG00000001158	634.9996	515.00011552	541.00018	827.9993	640.0002	718.99958
ENSRNOG00000001159	1	1	0	1	0	1
ENSRNOG00000001160	717.1881	667.94072	673.0887	657.0202	756.1286	654.3683
ENSRNOG00000001161	1206.37	1082.86	1060.05	1098.37	1212.21	1149.29
ENSRNOG00000001162	0	0	0	0	0	0
ENSRNOG00000001163	377	333	386	412	475	534
ENSRNOG00000001164	0	0	0	0	0	0
ENSRNOG00000001165	5.76034	0	1.11196	1.22309	0	1.09627
ENSRNOG00000001167	2	0	1	0	1	2
ENSRNOG00000001169	249	420	494	502	442	492
ENSRNOG00000001170	19344	18945	17428	16980	20050	15823
ENSRNOG00000001171	673	517	515	566	521	588
ENSRNOG00000001172	8323	7357	9000	9542	8502	9195
ENSRNOG00000001173	10	5	17.99998	23	14	17
ENSRNOG00000001174	12	29	18	13	27	29
ENSRNOG00000001177	3119	2711	2755	2413	2894	2426
ENSRNOG00000001178	807	876	1209	1228	1023	1214
ENSRNOG00000001181	248	254	241	229	207	247
ENSRNOG00000001182	3617.975	3630.092	3245.926	3275.05	3927.357	3220.818
ENSRNOG00000001183	2	1	1	1	2	2
ENSRNOG00000001184	381	323	389	448	357	411
ENSRNOG00000001185	1200	1234	1288	1103	1380	1140
ENSRNOG00000001187	7.24518	13.4996	13.5943	26.28	24.2322	16.9538
ENSRNOG00000001189	1117.4	776.969	955.042	1133.49	940.926	1303.4
ENSRNOG00000001190	543	732	820	808	823	874
ENSRNOG00000001191	568	474	544	573	563	568
ENSRNOG00000001192	633	642	634	671	746	625
ENSRNOG00000001193	48	30	38	60	49	44
ENSRNOG00000001194	1009	881	1081	1129	914	1170
ENSRNOG00000001195	7	25	24	27	19	30
ENSRNOG00000001198	140	105	125	145	100	143
ENSRNOG00000001199	441	545	490	476	506	483
ENSRNOG00000001201	3191	2396	2032	1901	2258	1790
ENSRNOG00000001203	1388	1178	1284	1225	1340	1217
ENSRNOG00000001204	2077	2110	2500	2384	2369	2522
ENSRNOG00000001205	1548	1435	1698	1600	1642	1548
ENSRNOG00000001210	787	609	666	662	670	711
ENSRNOG00000001211	3810	3200	3355	2944	3577	2721
ENSRNOG00000001212	0	0	8	1	0	1
ENSRNOG00000001213	4	5	6	5	5	5
ENSRNOG00000001214	7778	2618	2868	2819	3062	2846
ENSRNOG00000001215	416	450	488	500	497	471
ENSRNOG00000001216	4	3	2	7	1	4
ENSRNOG00000001217	13	22	23	22	26	12
ENSRNOG00000001218	0	0	0	0	0	0
ENSRNOG00000001219	4	1	1	2	2	2
ENSRNOG00000001220	0	0	1	0	0	0
ENSRNOG00000001222	1279	1320	1486	1504	1425	1476
ENSRNOG00000001223	3658	3383	3629	3710	3682	3498
ENSRNOG00000001224	206.825	220.084	245.032	279.017	231.922	252.028
ENSRNOG00000001225	759.371	811.993	796.674	843.334	876.159	817.111
ENSRNOG00000001226	4.00041	4.00085	0	4	3.00058	10.0012
ENSRNOG00000001227	684	779	957	961	908	1081
ENSRNOG00000001228	2824	2380	2577	2555	2525	2498
ENSRNOG00000001229	5746	6243	8331.01	8129	6915.02	7692.01
ENSRNOG00000001232	592	552	701	679	663	662
ENSRNOG00000001235	3713.00124	3503	4057	3909	4173	3837
ENSRNOG00000001236	560.945	519	635	611	649	701
ENSRNOG00000001237	817.0005	877.00009	955.00008	1025.99938	864.9997	1136.9996
ENSRNOG00000001238	1230	1147	1141	1207	1064	1439
ENSRNOG00000001239	1225.99704	1241.00423	1278.00159	1061.00352	1358.00085	991.99957
ENSRNOG00000001241	144	123	145.99993	196	174.00045	160
ENSRNOG00000001242	53	117	113	76.87	104	54.2884
ENSRNOG00000001243	829	656	740	849	713	849
ENSRNOG00000001245	1189	720	767	927	815	830
ENSRNOG00000001247	1111.9992	1271.00008	1466.00068	1461.9995	1353.99912	1753.002
ENSRNOG00000001249	8814.0002	10288.9766	13091.0084	11186.0092	11155.0236	10907
ENSRNOG00000001250	125	105	136	139	108	120
ENSRNOG00000001251	3	1	2	0	8	2
ENSRNOG00000001252	101	131	150	104	102	108
ENSRNOG00000001253	6407	5509	5532	5727	6300	5559
ENSRNOG00000001254	9709	12189	15088	12843	13260	12285
ENSRNOG00000001255	428	412	645	585	508	684
ENSRNOG00000001256	846	794	1171	1169	769	1196
ENSRNOG00000001258	468	500	542	557	544	565
ENSRNOG00000001259	268	343	437	570	440	528
ENSRNOG00000001260	172	196	176	188	194	169
ENSRNOG00000001261	26	31	38	35	34	25
ENSRNOG00000001262	0	0	0.999832	1.99944	4	0
ENSRNOG00000001265	269	292	409	358	363	335
ENSRNOG00000001269	3809.001	4378.003	4277.9991	4434	5021.997	4416.99800174059
ENSRNOG00000001270	64.3899	82.8959	95.7686	71.6212	80.1102	74.4115
ENSRNOG00000001271	798.1516	889.977	1029.389	1021.0696	1014.3287	1069.9206
ENSRNOG00000001272	1346	1240	1477	1507	1511	1641.001
ENSRNOG00000001273	452	429	454	376	452	394
ENSRNOG00000001274	1522	1394.0008	1253.0002	1293.0004	1424.9999	1253.0003
ENSRNOG00000001275	2	0	0	1	0	4
ENSRNOG00000001276	777	606	800	828	850	879
ENSRNOG00000001277	1002	837	959	991	1045	923
ENSRNOG00000001278	375.631	361.495	393.723	335.149	436.292	352.304
ENSRNOG00000001283	924	874	970	966	1018	1100
ENSRNOG00000001284	0	0	1	0	0	0
ENSRNOG00000001285	66204.05	57347.57	64680.15	60115.41	68625.59	58088.72
ENSRNOG00000001287	7	12	15	19	12	15
ENSRNOG00000001288	552	461	541	513	601	492
ENSRNOG00000001289	111	97	120	121	113	120
ENSRNOG00000001293	2614	2920	3064	2815	3350	2876
ENSRNOG00000001294	339	344	346	337	365	396
ENSRNOG00000001295	20	33	36	24	26	28
ENSRNOG00000001296	15	9	14	14	13	21
ENSRNOG00000001297	488	688	636	662	653	629
ENSRNOG00000001298	0	0	0	0	0	1
ENSRNOG00000001299	1235	1101	1408.995	1406.004	1396	1472
ENSRNOG00000001300	222	257	281	310	313	275
ENSRNOG00000001302	49	69	76	40	80	49
ENSRNOG00000001303	1725	1766	1881	2202	2025	1994
ENSRNOG00000001304	646	760	830	789	761	909
ENSRNOG00000001309	144	149	177	187	161	179
ENSRNOG00000001311	26	24	26	43	34	29
ENSRNOG00000001312	998.999	993	1095.999	1120	1139	1120.999
ENSRNOG00000001313	7	13	13	24	13	13
ENSRNOG00000001314	1364	1337	1438	1468	1417	1621
ENSRNOG00000001315	87.2474	56	60	62	76.2062	107.305
ENSRNOG00000001316	8414	8577	8297	8391	9516	8420
ENSRNOG00000001317	707.9995	860	791	769.9999	739.0003	833
ENSRNOG00000001323	398	324	319	345	342	400
ENSRNOG00000001324	5.01671	2.00177	5.01017	6	6	8
ENSRNOG00000001325	167	124	157	153	167	172
ENSRNOG00000001329	1	2	0	0	0	0
ENSRNOG00000001331	470	639	653	678	579	672
ENSRNOG00000001333	1	2	0	1	2	0
ENSRNOG00000001335	390	410	474	525	479	490
ENSRNOG00000001336	701	561	711	743	812	708
ENSRNOG00000001337	1073	1021	1854	1831	1082	1905
ENSRNOG00000001338	2	2	0	0	1	3
ENSRNOG00000001339	1173.91	962.713	1007.25	966.903	1128.91	995.11
ENSRNOG00000001341	134	111	121	131	118	110
ENSRNOG00000001342	8.32925	40.2073	37.1462	42.5098	40.37	36.1285
ENSRNOG00000001344	5371	6122	6744	7479	6976	6767
ENSRNOG00000001345	564.00013	670.9997	704	649	698	669.99975
ENSRNOG00000001346	2398	2619	2488	2608	2778	2477
ENSRNOG00000001347	339.428	174.016	213.326	189.244	187.254	142.488
ENSRNOG00000001348	1386.004	1061	1105	1160	1360.005	1284.001
ENSRNOG00000001349	867	874	826	957	909	887
ENSRNOG00000001350	632.0001	481.0002	522.9995	525.0004	559	582
ENSRNOG00000001351	1064.0024	1108.9975	1415.996	1261.995	1338.0009	1478.997
ENSRNOG00000001352	1064	966	1426	1407	1189	1560
ENSRNOG00000001353	117	162	172	179	190	168
ENSRNOG00000001355	975	900	1093	1009	1079	1053
ENSRNOG00000001357	70	108	127	95	95	90
ENSRNOG00000001360	5	0	2	1	0	0
ENSRNOG00000001367	31	34	29	25	40	33
ENSRNOG00000001368	1	0	0	1	0	0
ENSRNOG00000001369	6	10.999997	5	47	16	3
ENSRNOG00000001374	10	19	18	18	10	13
ENSRNOG00000001375	29	36	51	28	31	34
ENSRNOG00000001376	287	358	407	369	365	386
ENSRNOG00000001377	1618	1252	1485	1536	1495	1539
ENSRNOG00000001378	9	10	12	5	4	5
ENSRNOG00000001379	14	4	7	12	8	10
ENSRNOG00000001383	142	167	171	199	191	210
ENSRNOG00000001385	2108	2146	2436	2391	2426	2268
ENSRNOG00000001387	546.831	666.376	749.407	853.663	834.265	748.933
ENSRNOG00000001388	17	22.00002	28	22	24.00002	36
ENSRNOG00000001389	38	36	40	40	57	44
ENSRNOG00000001391	32	66	53	47	70	44
ENSRNOG00000001392	0	1	0	1	1	2
ENSRNOG00000001396	574	555	574	574	652	568
ENSRNOG00000001397	506	471	586.627	512	611	582.199
ENSRNOG00000001399	326.13	379.213	520.164	437.616	434.99	445.163
ENSRNOG00000001402	510	509	669	730	676	703
ENSRNOG00000001404	1238	879	1016	1129	1013	1134
ENSRNOG00000001407	5.000000101867	3	6.000000140779	7.000000492837	8.00000018275	6.000000305392
ENSRNOG00000001408	0	1	0	0	2	0
ENSRNOG00000001409	5737	5778	6227	6026	6482	5719
ENSRNOG00000001410	668.696	710.166	904.127	791.014	954.224	1034.98
ENSRNOG00000001412	1	0	1	0	0	0
ENSRNOG00000001414	3676.24	1390.6	1385.46	1520.26	1507.94	1723.74
ENSRNOG00000001415	1566	1392	1324	1499	1654	1470
ENSRNOG00000001416	10	5.0357	7.54959	9	2.51216	5.01098
ENSRNOG00000001417	1509.86	1199.15	1365.23	1371.17	1320	1367.85
ENSRNOG00000001418	888.135	720.854	685.769	691.8322	851.005	660.1552
ENSRNOG00000001419	32.0792	30.4298	32.3741	39.2915	46.6881	38.5963
ENSRNOG00000001420	1713.9995	2077.9991	1809	1875	1991.9997	1842
ENSRNOG00000001422	22.99995	63	71	61	73	54
ENSRNOG00000001424	1831	1517	1875	2016	1795	2063
ENSRNOG00000001425	65	96	98	108	115	95
ENSRNOG00000001426	614.87	531.184	606.289	665.078	630.515	714.254
ENSRNOG00000001427	243.407	251.905	362.739	379.39	276.423	375.6
ENSRNOG00000001428	316	236	293	308	297	298
ENSRNOG00000001429	346	386	457	440	437	456
ENSRNOG00000001430	748	845	790	681	808	693
ENSRNOG00000001431	42	53	52	51.00001	47	58
ENSRNOG00000001432	442.9999	475.9996	583	528	512	568.9996
ENSRNOG00000001434	0	2	0	2	0	1
ENSRNOG00000001435	139	114	122	108	134	129
ENSRNOG00000001436	5491	5276.999	6352	7001	5887	6107
ENSRNOG00000001439	2	3	6	1	14	6
ENSRNOG00000001440	15799	15042	15347	14753	15455	14528
ENSRNOG00000001441	1414	1167	1149	1301	1210	1182
ENSRNOG00000001442	1318	1279	1396	1540	1426	1581
ENSRNOG00000001443	486	369	397	437	422	406
ENSRNOG00000001444	0	0	0	0	0	0
ENSRNOG00000001448	2323	2299	2756	3384	2773	3231
ENSRNOG00000001449	1403	1297	2190	2054	1274	2263
ENSRNOG00000001450	493	383	438	412	440	410
ENSRNOG00000001451	3	2	2	6	1	0
ENSRNOG00000001452	98	54	100	88	83	69
ENSRNOG00000001453	3568.27	2960	3545	3800	3543	4230
ENSRNOG00000001454	9582.0022	7966.99594	8360.999	9093.00052	9793.99748	8741.9998
ENSRNOG00000001455	2182	2791	3329	3391	3422	3103
ENSRNOG00000001456	1960	1608	1884	1914	1870	2108
ENSRNOG00000001457	766	763	736	844	803	820
ENSRNOG00000001465	613	701	891	925	800	939
ENSRNOG00000001466	0	0	0	0	0	0
ENSRNOG00000001469	1217	1307	1710.002	2189.004	1914.003	1789.001
ENSRNOG00000001470	293.9998	305	410	426	400	396
ENSRNOG00000001474	0	0	1	0	0	0
ENSRNOG00000001476	46	38	31	31	26	44
ENSRNOG00000001478	244.3188	194.76839	223.667	279.3104	265.1488	256.8759
ENSRNOG00000001479	2443.0011	2853.4065	3473.7961	3406.1442	3207.1441	3354.5356
ENSRNOG00000001480	683.0492	783.735	862.296	770.9657	996.435	856.0279
ENSRNOG00000001483	747.402	607.085	655.694	594.856	698.979	643.845
ENSRNOG00000001484	54	99	130	123	93	129
ENSRNOG00000001488	4687	4891	4137	4241	4952	4084
ENSRNOG00000001489	384.238	415.528	377.081	359.054	378.951	375.413
ENSRNOG00000001490	629	526	476	515	574	522
ENSRNOG00000001492	91.4531	85.65642	95.98899	124.21877	107.55741	135.85717
ENSRNOG00000001493	454	520	559	587	636	608
ENSRNOG00000001494	1670	1491	1567	1718	1778	1639
ENSRNOG00000001499	2	2	1	4	10	7
ENSRNOG00000001500	535	424	446	477	514	585
ENSRNOG00000001501	674	582	624	647	669	701
ENSRNOG00000001506	9	12	15	17	16	13
ENSRNOG00000001510	0	0	0	0	0	0
ENSRNOG00000001512	0	1.00004	0	0	0	0
ENSRNOG00000001514	110	156	160	133	156	147
ENSRNOG00000001515	862	856	1168	1160	1145	1302
ENSRNOG00000001516	28	32	40	40	30	49
ENSRNOG00000001517	3342	1100	1035	810	1202	832
ENSRNOG00000001518	660	638	841	852	782	919
ENSRNOG00000001519	1	0	1	1	0	0
ENSRNOG00000001520	4	1	7	0	6	3
ENSRNOG00000001524	1706	1425	1293	1460	1367	1432
ENSRNOG00000001525	15	22	12	16	21	20
ENSRNOG00000001527	268.2176	171.4621	191.8491	242.665	241.7376	308.7302
ENSRNOG00000001528	6	11	10	5	6	10
ENSRNOG00000001531	96	123	94	113	132	95
ENSRNOG00000001544	58	74	67	33	66	42
ENSRNOG00000001547	505	547	589	542	553	676
ENSRNOG00000001548	3231	3228	3222	3531	3217	3500
ENSRNOG00000001551	7633.98	7821.98	6792	6965	8174	6633
ENSRNOG00000001554	128.99982	141	158.999536	167.00014	183.99957	170.0003345
ENSRNOG00000001555	409	428	430	519	443	534
ENSRNOG00000001557	546	689	655	646	707	729
ENSRNOG00000001559	1947	1713	1624	1613	1783	1584
ENSRNOG00000001566	0	0	0	0	0	0
ENSRNOG00000001567	0	0	0	0	0	0
ENSRNOG00000001570	0	0	0	0	0	0
ENSRNOG00000001571	0	0	0	0	1	0
ENSRNOG00000001572	0	0	0	0	0	0
ENSRNOG00000001573	937.945	1101.457	1170.283	1183.44156	1134.2187	1309.5809
ENSRNOG00000001575	0	1	0	0	0	0
ENSRNOG00000001577	0	0	0	0	0	0
ENSRNOG00000001578	0	0	0	0	0	0
ENSRNOG00000001580	0	0	1	0	0	0
ENSRNOG00000001581	0	0	0	1	3	2
ENSRNOG00000001582	1050	895	992	1087	1084	1115
ENSRNOG00000001584	2	5	7	9	4	8
ENSRNOG00000001585	609	413	472	551	430	590
ENSRNOG00000001587	0	0	0	0	0	0
ENSRNOG00000001588	0	0	0	2	0	0
ENSRNOG00000001589	0	0	0	0	2	0
ENSRNOG00000001592	5366.02	5275.29	4652.71	4625.04	5029.49	4749.17
ENSRNOG00000001593	344	358	338	335	352	356
ENSRNOG00000001596	23505	21402	20828	19280	21879	18557
ENSRNOG00000001597	616	686	642.9997	714.0004	697.0002	720.9998
ENSRNOG00000001598	1519.98	1314.71	1211.29	1272.96	1185.51	1447.83
ENSRNOG00000001599	318	299	280	278	267.102	293
ENSRNOG00000001601	0	0	0	0	1	1
ENSRNOG00000001602	723	745	795	845.9997	805	936.00042
ENSRNOG00000001603	480	485	395	431	533	397
ENSRNOG00000001607	436	334	338	344	346	420
ENSRNOG00000001608	113	111	139.999611566	131	129	133
ENSRNOG00000001609	270	255	282	321	313	327
ENSRNOG00000001611	12588	12088	9563.97	10675	11621	10415.9
ENSRNOG00000001613	1037	806	872	799	863	1003
ENSRNOG00000001616	206	363	348	304	293	381
ENSRNOG00000001618	1	1	2	4	3	2
ENSRNOG00000001620	268	244	302	283	247	289
ENSRNOG00000001621	301	298	291.0002	332	302.0001	330
ENSRNOG00000001622	37	33	22	10	7	42
ENSRNOG00000001623	562	495	636	631	532	629
ENSRNOG00000001627	20.99998	19.000003514685	34.00005	26.99997805	23	51.99999
ENSRNOG00000001628	16	18	15	20	23	18
ENSRNOG00000001629	1763	1661	1567	1717	1788	1606
ENSRNOG00000001632	1158.39	989.505	1186.25	1160.94	1060.7	1527.65
ENSRNOG00000001633	1371	1388	1518.996	1612.003	1602	1641.999
ENSRNOG00000001634	0	0	0	3	0	0
ENSRNOG00000001640	1760.52	1583.71	1696.85	1668.67	1840.47	1777.99
ENSRNOG00000001642	603	674	704	698	724	818
ENSRNOG00000001643	734	732	737	691	807	663
ENSRNOG00000001644	1	1	0	1	0	1
ENSRNOG00000001645	418	575	671	704	519	795
ENSRNOG00000001647	1984	1743	2102	2077	1794	2072
ENSRNOG00000001652	104	117	131.00002	88.000000134865	124.000000131434	92.00005
ENSRNOG00000001653	126	161	169	162	166	168
ENSRNOG00000001654	492	467	550	549	633	626
ENSRNOG00000001656	6	7	3	2	3	2
ENSRNOG00000001657	920	1063	1234	1242	1204	1265
ENSRNOG00000001658	0	0	0	1	0	0
ENSRNOG00000001662	1965	1709	2111	2279	2044	2212
ENSRNOG00000001675	0	0	0	0	0	0
ENSRNOG00000001679	0	2	0	1	1	1
ENSRNOG00000001680	117.758	77.9408	104.469	86.9412	104.517	115.73
ENSRNOG00000001681	586	651	677	725	682	720
ENSRNOG00000001682	3030	2749	2499	2740	2919	3104
ENSRNOG00000001684	4.02487	2	5	4	7	5
ENSRNOG00000001686	285	302	354	330	338	334
ENSRNOG00000001687	453	460	565	547	476	608
ENSRNOG00000001689	118	146	135	119	137	134
