gene	5FU_6	5FU_6	5FU_6	5FU_6	5FU_6	5FU_6
ENSRNOG00000015428	3022.4975	2882.9736	2909.473	2715.23242	3060.5733	2959.2802
ENSRNOG00000015430	187.0002	169	246.9996	244.9997	224.0005	248.0004
ENSRNOG00000015432	0	0	0	0	0	0
ENSRNOG00000015434	3622	2875	3832	4500	3434	4327
ENSRNOG00000015437	2408.8568	2453.6855	2184.6739	2076.1848	2499.0758	2063.3164
ENSRNOG00000015438	4	3	4	5	6.0000000117805	4
ENSRNOG00000015439	702	873	1127	1255.99617	1028	1129
ENSRNOG00000015440	306	365	399	377	347	411
ENSRNOG00000015441	570	623	676	727	748	674
ENSRNOG00000015442	616	703	731	746	855	797
ENSRNOG00000015444	0	0	0	0	1	0
ENSRNOG00000015445	25	17	12	17	8	22
ENSRNOG00000015447	1537.16468	2174.4836	2037.75548	2446.7103	2344.9401	2339.71679
ENSRNOG00000015448	2	2	0	3	0	1
ENSRNOG00000015449	29	33.00004	27.00001	25.00005	30.00002	28
ENSRNOG00000015450	329	355	424	376	382	407
ENSRNOG00000015455	1803.26	859.258	838.933	843.889	872.104	719.459
ENSRNOG00000015456	378.99979	338.99986	368.99984	440	459.99956	372
ENSRNOG00000015458	119	127	107	98	117	124
ENSRNOG00000015459	903.51	959.095	1010.33	1053.34	999.731	1149.64
ENSRNOG00000015460	3	2	1	0	0	10
ENSRNOG00000015461	235.0001	388.0001	409.0001	355.0004	408.0002	324.9997
ENSRNOG00000015465	78	78	114	122	85	128
ENSRNOG00000015468	1	0	1	1	0	0
ENSRNOG00000015472	0	0	0	0	0	0
ENSRNOG00000015473	174.99954	176.99988	226.9997	223.0004	205.0003	221.0002
ENSRNOG00000015474	601	560	611	604	631	588
ENSRNOG00000015476	33	33	24	33	24	23
ENSRNOG00000015477	0	0	0	0	1	0
ENSRNOG00000015478	0	0	0	0	0	0
ENSRNOG00000015479	1481	1223	1191	1068	1366	1145
ENSRNOG00000015480	12	34	31	27	16	29
ENSRNOG00000015488	559	492	704	760	494	866
ENSRNOG00000015491	403.4349	398.14058	406.3607	391.9308	369.91023	441.99673
ENSRNOG00000015493	0	0	0	1	0	0
ENSRNOG00000015495	220	270	293	312	265	292
ENSRNOG00000015496	3863.0005	4557.9986	4272.9999	5123.9959	5309.9975	5095.0004
ENSRNOG00000015498	12	3	13	10	12.00003	8
ENSRNOG00000015499	1047	707	749.00058	791	825	826
ENSRNOG00000015501	427	315	406	394	392	471
ENSRNOG00000015502	492.805	354.007	459.785	518.226	502.95	518.874
ENSRNOG00000015503	8	4	1	4	2	6
ENSRNOG00000015505	8	8	8	9	7	10
ENSRNOG00000015508	563	538	553	549	461	605
ENSRNOG00000015511	2535	2537	2472	2433	2818	2450
ENSRNOG00000015514	775	799	832	888	784	962
ENSRNOG00000015516	183	183	181	218	200	218.00007
ENSRNOG00000015517	907.038	943.819	976.346	1110.937	1071.674	1100.8
ENSRNOG00000015518	5	5	4	2	4	7
ENSRNOG00000015519	0	1	1	0	0	0
ENSRNOG00000015520	206	152	174.024	231	155.019	270
ENSRNOG00000015522	0	1	2	1	4	3
ENSRNOG00000015523	516	524	491	554	550	502
ENSRNOG00000015525	148	142	148	194	157	154
ENSRNOG00000015526	3	1	1	3	0	1
ENSRNOG00000015527	0	0	0	0	0	0
ENSRNOG00000015528	3173	3437.003	3428	3705	3609.997	3690
ENSRNOG00000015529	332	300	276	426	309	356.994
ENSRNOG00000015534	325	413	382	399	428	395
ENSRNOG00000015538	65.8475	63.2921	64.4034	53.8923	88.8669	61.3714
ENSRNOG00000015540	2211.004	2370.998	2694.996	2614.002	2515.996	2853.998
ENSRNOG00000015541	217	211	242	212	254	211.00021
ENSRNOG00000015544	0	0	0	0	0	0
ENSRNOG00000015546	287	246	254	256	265	314
ENSRNOG00000015550	261	258	282	231	246	243
ENSRNOG00000015551	385	426	425	465	435	395
ENSRNOG00000015552	622	639	559	643	650	720
ENSRNOG00000015553	1225	1028	1298	1322	1133	1508.996
ENSRNOG00000015554	36.99997	37.00003	34	47.99999	37.99999	39.99999
ENSRNOG00000015557	0	0	0	0	0	0
ENSRNOG00000015558	757	900	1066	1146	961	1243
ENSRNOG00000015559	1.00025	1.00013	1.00015	2.00048	2.00042	6.0012
ENSRNOG00000015560	463.0003	429	573.0002	529.99974	520.00043	588.9999
ENSRNOG00000015562	158	111	96	119	115	122
ENSRNOG00000015566	0	0	1	1	0	0
ENSRNOG00000015567	4	0	1	0	1	2
ENSRNOG00000015568	250	278	260	288	297	311
ENSRNOG00000015573	343	361.819	396.949	372.751	398.938	425.836
ENSRNOG00000015576	643	586	806	789	742	693
ENSRNOG00000015577	110	151	138	78	144	137
ENSRNOG00000015578	6	9	5	9	9	11
ENSRNOG00000015581	1	8	3	1	7	5
ENSRNOG00000015582	604.608	825.072	772.666	863.208	948.261	836.139
ENSRNOG00000015583	354	321	373.402	399	312	330
ENSRNOG00000015585	190	122	138.9999	165	138.0004	184.0005
ENSRNOG00000015588	911	1051	959	1046	1099	932
ENSRNOG00000015589	625	447	510	510	524	498
ENSRNOG00000015590	17.00001	13	8	7	19.99998	29
ENSRNOG00000015591	1627	1354	1345	1418	1556	1350
ENSRNOG00000015593	7	10	15	6	18	6
ENSRNOG00000015594	9	42	41	45	40	41
ENSRNOG00000015596	120	124	167	158	148	126
ENSRNOG00000015597	479.314	502.226	499.962	461.445	484.825	495.897
ENSRNOG00000015598	128.2417	113	130	111	136	145
ENSRNOG00000015599	8	5	5	9	7	4
ENSRNOG00000015602	8013.25	7829.77	8916.31	9145.6	8616.81	9215.41
ENSRNOG00000015603	177	145	196	191	150	157
ENSRNOG00000015609	14	27	24	15	21	25
ENSRNOG00000015614	73	86	98	38	111	66
ENSRNOG00000015615	15	4	9	9	32	20
ENSRNOG00000015616	27.6495000822796	23.626400158023	18.6704000650083	27.530400323437	46.324500156401	38.72640031728
ENSRNOG00000015618	486.088	534.337	610.57	721.417	595.646	685.564
ENSRNOG00000015619	1210.96	1142.95	1285.99	1310.94	1307.98	1415.98
ENSRNOG00000015621	1185	1007	1370.003	1431	1301.125	1517.162
ENSRNOG00000015622	214	237	223	212	215	190
ENSRNOG00000015623	20	4	6	5	15	3
ENSRNOG00000015625	64	40	29	39	60	45
ENSRNOG00000015630	7516.9	6669.98	6271.98	6844.94	7300.96	6494.98
ENSRNOG00000015631	211	235	262	297	264	229
ENSRNOG00000015632	605	470	565	520	535	547
ENSRNOG00000015633	1784.0048	1943.00062	2009.0019	2042.003	1896.0009	1965.0025
ENSRNOG00000015636	248.232	241	282.432	238.22	294.587	263
ENSRNOG00000015637	3	8	10	4	5	9
ENSRNOG00000015641	80	80	62	61	87	60
ENSRNOG00000015642	14082.5	10879.3	11549.6	12432.9	12938.9	12356.6
ENSRNOG00000015644	753.385	721.1154	877.087	1034.739	793.626	992.306
ENSRNOG00000015645	265	266	261	248	244	248
ENSRNOG00000015646	0	0	0	0	0	0
ENSRNOG00000015649	0	0	0	0	0	0
ENSRNOG00000015652	0	0	0	0	0	0
ENSRNOG00000015654	1986	1943	1875	1679	1911	1936
ENSRNOG00000015655	1822	1928	2394	2614	2307	2457
ENSRNOG00000015657	0	0	0	0	0	0
ENSRNOG00000015658	2103.0046	1222.0003	1674.0003	2154.999	1454.0005	2199.9961
ENSRNOG00000015660	331	391	397	396	425	360
ENSRNOG00000015664	73	67	86	87	51	78
ENSRNOG00000015666	0	0	0	0	0	0
ENSRNOG00000015667	1.01111	1.04078	14.5877	4.31406	6.0625	2.08466
ENSRNOG00000015668	2	1	0	0	5	1
ENSRNOG00000015669	83.8651	76.8873	106.831	96.6035	97.0859	115.226
ENSRNOG00000015670	910.9995	795.0003	785.1227	733.563126274	820.0003	792.0447
ENSRNOG00000015671	3.29483	2.00912	4.11192	2.02154	5.07492	5.13068
ENSRNOG00000015673	0	0	0	0	0	0
ENSRNOG00000015674	19	4	5	1	10	8
ENSRNOG00000015675	4	1	5	2	3	4
ENSRNOG00000015676	617	672	676	670	713	718
ENSRNOG00000015677	4.51314	3.01768	4	9	6.00797	1.48946
ENSRNOG00000015678	28	20.1806	25.0508	29.2493	15.062	29.1644
ENSRNOG00000015679	503	576	607	651	669	664
ENSRNOG00000015682	0	0	0	0	0	0
ENSRNOG00000015685	185.84	180.072	192.979	166.565	226.876	147.249
ENSRNOG00000015686	1327	1271	1361	1328	1291	1552
ENSRNOG00000015689	0	0	0	0	0	0
ENSRNOG00000015690	1	0	1	0	0	0
ENSRNOG00000015691	510.326	561.031	646.315	822.575	641.092	725.404
ENSRNOG00000015692	1368	1332	1482	1338	1105	2049
ENSRNOG00000015695	17	20	47	24	49	17
ENSRNOG00000015696	239	217	210	221	246	256
ENSRNOG00000015699	706	816	886	956	976	933
ENSRNOG00000015701	814	955	1393	1461	985	1614
ENSRNOG00000015703	2557	2547	2207	2323	2745	2152
ENSRNOG00000015707	0	0	0	0	0	0
ENSRNOG00000015708	883	716	902.561	851	850.65	868.946
ENSRNOG00000015713	3975	3207	3328	4127	3725	3701
ENSRNOG00000015716	0	0	0	0	0	0
ENSRNOG00000015717	38	33	58	62	22	36
ENSRNOG00000015718	54	47.99999	50.00005	57	58	56
ENSRNOG00000015719	18	4	6	5	5	14
ENSRNOG00000015720	769	718	867	723	807	750
ENSRNOG00000015724	1	0	2	2	2	0
ENSRNOG00000015727	121	81	100	139	116	152
ENSRNOG00000015732	812	930	990	1087	1035	1113
ENSRNOG00000015733	1383.16	1547.52	1662.82	1665.56	1592.71	1602.49
ENSRNOG00000015734	2268.784	1973.938	1964.854	1877.77	1836.116	2414.017
ENSRNOG00000015735	163	175	244	204	200	223
ENSRNOG00000015736	92	266	262	349	317	272
ENSRNOG00000015741	154	170	204	186	192	199
ENSRNOG00000015743	0	0	0	0	0	0
ENSRNOG00000015744	24	19	32	33	27	34
ENSRNOG00000015746	68.3998	68.8293	55.0355	97.0123	72.4374	77.1879
ENSRNOG00000015749	249	408	361	328	399	334
ENSRNOG00000015750	0	0	0	2	3	2
ENSRNOG00000015751	5	2	2	1	1	4
ENSRNOG00000015753	3831	3013	3580	3786	3748	3755
ENSRNOG00000015756	1093	1001	897	762	998	770
ENSRNOG00000015760	0	0	0	0	0	0
ENSRNOG00000015762	404.137	519.158	559	541.164	548.17	484.588
ENSRNOG00000015763	0	0	1	0	0	0
ENSRNOG00000015764	0	0	0	0	0	0
ENSRNOG00000015768	0	1	1	0	0	2
ENSRNOG00000015769	0	0	0	0	0	0
ENSRNOG00000015772	349.625	314.665	323.353	350.746	398.279	354.286
ENSRNOG00000015773	22.1151	9.01092	13.0184	25.0198	20.0612	20.0095
ENSRNOG00000015774	65	53.99998	60	66	64.00002	75
ENSRNOG00000015777	1761	1510	1688	1913	1724	2006
ENSRNOG00000015780	2745	2223	2279	3028	2255	2837
ENSRNOG00000015781	16	14	12	25	18	26
ENSRNOG00000015783	3	6	4	5	8	7
ENSRNOG00000015785	0	0	0	0	0	0
ENSRNOG00000015787	1086.61	1342.73	1302.17	1213.15772	1431.69	1212.11
ENSRNOG00000015788	0	1	0	0	0	0
ENSRNOG00000015791	190.011	174.811	205.248	196.027	183.484	145.708
ENSRNOG00000015794	321	210	229	336	266	310
ENSRNOG00000015796	582	492	549	601	513	563
ENSRNOG00000015797	455	462	412	379	432	421
ENSRNOG00000015798	0	0	0	2	0	0
ENSRNOG00000015799	1.34246	2	3	7	6.70567	6
ENSRNOG00000015800	48	59	46	66	60	95
ENSRNOG00000015806	1.00006	0	0	0	0	0
ENSRNOG00000015807	237	340	391	378	382	355
ENSRNOG00000015810	167.9999	200.0004	167.9997	193.9997	222.9996	219
ENSRNOG00000015811	0	0	0	0	0	0
ENSRNOG00000015812	100	99	121	123	114	105
ENSRNOG00000015813	1865	1778	2167	2205	2195	2342
ENSRNOG00000015816	180	212	210	204	213	260
ENSRNOG00000015818	0	13.6283	0	0	0	5.46656
ENSRNOG00000015821	1	0	0	0	0	0
ENSRNOG00000015822	110	102	132	127	97	138
ENSRNOG00000015825	146	110	110	115	126	114
ENSRNOG00000015829	1	1	1	1	1	0
ENSRNOG00000015830	1	0	1	1	0	0
ENSRNOG00000015832	0	0	0	0	0	0
ENSRNOG00000015834	1	1	1	0	0	1
ENSRNOG00000015835	940.128	816.27	962.005	1195.176	999.422	1133.039
ENSRNOG00000015840	1444.9979	1702.0036	1558.0036	1425.0028	1793.0049	1368.9954
ENSRNOG00000015843	1746	1883	1828	1909	2007	1868
ENSRNOG00000015844	2886.91	3008.96	2363.87	2535.97	3042.92	2475.95
ENSRNOG00000015845	2651	2293	2458	2824	2824	2699
ENSRNOG00000015848	392	386	386	387	453	373
ENSRNOG00000015850	7	5	4	0	4	2
ENSRNOG00000015851	0	0	0	49.1065	24.6733	0
ENSRNOG00000015852	3756	3530	4261	4824	4207	4761
ENSRNOG00000015857	4031.58	3811.3	4171.19	3687.75	4025.02	3547.15
ENSRNOG00000015858	149	174	162	289	173	236
ENSRNOG00000015859	5	2	0	1	3	5
ENSRNOG00000015860	142	26	46	30	27	26
ENSRNOG00000015863	2.1667	0	0	1.09384	1.09068	0
ENSRNOG00000015865	2264	2382	2210	2039	2380	1983
ENSRNOG00000015866	1551	1895	1666	1515	1842	1531
ENSRNOG00000015867	0	0	0	0	0	0
ENSRNOG00000015868	3	3	2	0	0	1
ENSRNOG00000015869	1732	1945	2092	2191	2265	2069
ENSRNOG00000015873	1	2	1	1	2	3
ENSRNOG00000015876	0	0	0	0	0	0
ENSRNOG00000015877	0	0	0	0	0	0
ENSRNOG00000015878	14	8	17	17	10	11
ENSRNOG00000015880	76	102	100	122	122	100
ENSRNOG00000015885	0	0	0	0	0	0
ENSRNOG00000015886	1022	845	1015	1115	964	1050
ENSRNOG00000015888	983	1092	1215.998	1258.004	1252.997	1459.995
ENSRNOG00000015893	0	0	0	0	0	0
ENSRNOG00000015894	111.58786	126.54277	153.20254	153.7831	216.7188	209.56948
ENSRNOG00000015895	698.0631	662.1837	790.7697	858.1231	814.9153	1047.846
ENSRNOG00000015896	778	606	821	984	741	917
ENSRNOG00000015898	380	344.0003	409	452	443	425
ENSRNOG00000015901	0	0	0	0	0	0
ENSRNOG00000015902	28	23	43	32	56	40.0792
ENSRNOG00000015903	4	4	10	6	4	1
ENSRNOG00000015904	682	569	529	537	727	472
ENSRNOG00000015906	141	138	159	153	182	148
ENSRNOG00000015909	0	0	0	0	0	0
ENSRNOG00000015910	0	0	0	0	0	0
ENSRNOG00000015911	1043	1022	1495	1434	1273	1355
ENSRNOG00000015912	1747.85	1252.06	1431.56	1439.57	1554.2	1484.17
ENSRNOG00000015913	166.937	212.633	241.478	225.948	208.304	267.209
ENSRNOG00000015914	1867	1834	1937	2049	2186	2148
ENSRNOG00000015916	653.723	575.533	700.285	645.117	731.381	612.589
ENSRNOG00000015919	0	0	0	0	0	0
ENSRNOG00000015921	188.4624	214.0005	158.3833	236.38825	152.00036	305.7216
ENSRNOG00000015924	0	0	0	0	0	0
ENSRNOG00000015925	874	807	795	854	789	924
ENSRNOG00000015928	432	282	390	375	319.0002	422
ENSRNOG00000015932	225	221	212	244	201	238
ENSRNOG00000015936	2295.23	1839.21	1690.36	1755.84	1931.27	1645.5
ENSRNOG00000015939	998.804	952.246	884.733	920.313	1062.96	989.966
ENSRNOG00000015940	0	0	0	0	0	0
ENSRNOG00000015941	2107.99637	2320.00107	2485.99668	2509.00324	2395.99531	2470.00055
ENSRNOG00000015945	0	0	0	0	0	0
ENSRNOG00000015948	278.74	428.48	473.924	365.621	439.391	324.373
ENSRNOG00000015953	1840	1811	1857	2003	2049	1991
ENSRNOG00000015956	68.4003	57.0429	72.588	72.8952	90.8826	111.749
ENSRNOG00000015957	160.076	61.3295	75.3648	49.1868	75.6238	40.4141
ENSRNOG00000015962	364.27	333.458	342.392	365.979	386.337	410.291
ENSRNOG00000015967	805	839	820	808	831	753
ENSRNOG00000015969	686	665	652	635.265	692	623
ENSRNOG00000015970	710	588	847	835	781	812
ENSRNOG00000015971	459	464	545	483	484	478
ENSRNOG00000015972	1	0	0	1	0	0
ENSRNOG00000015974	882	914	835	821	941	789
ENSRNOG00000015975	57	45	77	72	85	127
ENSRNOG00000015977	1134	994	1565	1540	1276	1581
ENSRNOG00000015980	157	128	152	152	147	172
ENSRNOG00000015982	67	46	83	72	60	88
ENSRNOG00000015983	725.896	796.594	689.082	707.404	785.529	762.265
ENSRNOG00000015986	1796.004	1731.998	1907.001	2279.997	2103.998	2168
ENSRNOG00000015987	608	604	779	792	659	809
ENSRNOG00000015989	660	755	590	648	688	651
ENSRNOG00000015991	309	350	450	468	395	469
ENSRNOG00000015992	9	7	5	2	5	2
ENSRNOG00000015994	0	0	0	0	0	0
ENSRNOG00000015997	170	101	134	135	126	176
ENSRNOG00000015999	1469.88	1377.71	1575.74	1668.52	1529.36	1913.29
ENSRNOG00000016000	6999.4972	6843.5037	6254.0002	5891.00463	6756.0017	5671.9971
ENSRNOG00000016001	2078	1725	1870	1914	1930	1822
ENSRNOG00000016010	1545.33	1332.23	1363.3	1662.34	1483.22	1639.83
ENSRNOG00000016011	117	117	181	147	133	148
ENSRNOG00000016012	203.9999	299.9995	335.9996	335	378.9996	330.0003
ENSRNOG00000016013	272	353	419	375	426	380
ENSRNOG00000016015	1250	1089	1294	1392	1196	1489
ENSRNOG00000016016	1322	1376	1217	1244	1425	1303
ENSRNOG00000016018	0	0	0	0	0	0
ENSRNOG00000016021	449	255.9998	286	413	315	435
ENSRNOG00000016023	1235.2877	1866.002	2191.80218	2466.87000001583	2141.75831	2423.0043
ENSRNOG00000016027	0	0	0	0	0	0
ENSRNOG00000016029	278	291	386	290	282	400
ENSRNOG00000016031	2144.001	2419.998	2801.003	2766.001	2835.999	2613.001
ENSRNOG00000016032	658	623	858	860	787	1031
ENSRNOG00000016033	1282.76	1003.02	980.569	848.551	1057.9	883.085
ENSRNOG00000016034	747	682	672	765	754	816
ENSRNOG00000016036	172	229	225	186	237	216
ENSRNOG00000016037	166	130	139	145	130	137
ENSRNOG00000016038	454	485	394	551	446	455
ENSRNOG00000016041	30.6017	9.93325	10.6788	9.28061	16.7988	25.6578
ENSRNOG00000016043	1.02364	5.13839	3.01280279	2.00156	7.00184	7.07482
ENSRNOG00000016044	17	26	25	47	23	53
ENSRNOG00000016046	10	19	20	34	30.00003	32
ENSRNOG00000016047	4847.00700003779	5085.99800979901	5749.999	5558.00000023441	4660.00000148023	7304.00300002803
ENSRNOG00000016050	1644	1671	2189.003	2269	2003	2196
ENSRNOG00000016052	0	0	0	0	0	0
ENSRNOG00000016054	1389	1574	1918.997	1857.001	1811.003	1867.999
ENSRNOG00000016055	1108.63	1094.47	1233.83	1173.32	1165.73	1228.26
ENSRNOG00000016057	4.90797	4	0	3.43725	0	3.76388
ENSRNOG00000016058	340	257	262	288	306	289
ENSRNOG00000016062	2022	1863	2042	1820	2529	2038
ENSRNOG00000016063	947	990.9997	1082.9987	997.9998	1157.9977	1041
ENSRNOG00000016064	5393	4803	4802	5452	5465	5252
ENSRNOG00000016066	877	796	796	837	823	840
ENSRNOG00000016067	1359	1398	1332	1316	1197	1582
ENSRNOG00000016069	0	0	0	0	0	0
ENSRNOG00000016070	53.00001	32.99996	37	71.0001	46.999996	73
ENSRNOG00000016071	883	964	1093	1030	1112	1010
ENSRNOG00000016073	2	0	0	0	0	1
ENSRNOG00000016075	0	0	2	0	1	0
ENSRNOG00000016076	0	0	0	0	0	0
ENSRNOG00000016085	17	16	11	14	21	21
ENSRNOG00000016087	1220	1027	1075.07	1095	1190.2	1070.92
ENSRNOG00000016088	816	803	816	782	797	835
ENSRNOG00000016089	0	0	0	0	0	0
ENSRNOG00000016090	278	328	372	354	373	413
ENSRNOG00000016091	1	5	5	5	1	5
ENSRNOG00000016093	139	130.735	144.259	171.259	158.279	167.789
ENSRNOG00000016095	0	0	0	0	0	0
ENSRNOG00000016097	640	668	690	619	655	643
ENSRNOG00000016099	113	95	95	114	127	128
ENSRNOG00000016100	1.0231	0	0	1.01766	0	2.05465
ENSRNOG00000016102	139.641	115.16	181.488	145.103	173.754	159.702
ENSRNOG00000016103	67	43	63	63	61	72
ENSRNOG00000016105	521	730	656	660	747	684
ENSRNOG00000016108	475.816	395.383	553.629	597.786	531.942	646.036
ENSRNOG00000016109	1499	1278	1572	1687	1506	1694
ENSRNOG00000016110	1	4	3	2	4	0
ENSRNOG00000016112	25	19	30	17	14	23
ENSRNOG00000016116	0	0	0	0	0	0
ENSRNOG00000016117	1450.9958	2017	2310.9988	2634.9959	2574	2394.0014
ENSRNOG00000016119	224	171	232	215	228	230
ENSRNOG00000016120	1	0	0	1	1	0
ENSRNOG00000016121	563	618	574	538	586	635
ENSRNOG00000016122	5383	3462	3836	4941	3784	5194
ENSRNOG00000016123	304.5199	348.2429	406.832	455.528	408.0691	408.6885
ENSRNOG00000016128	284	249.9999	371	313	301	298
ENSRNOG00000016133	1706	1815	1606	1553	1891	1596
ENSRNOG00000016134	1564.57925	1509.6701	1611.15507	1856.60978	1719.21809	1718.16323
ENSRNOG00000016135	532	571	546	537	595	540
ENSRNOG00000016136	2	0	0	0	1	0
ENSRNOG00000016137	3827	3422	3782	4133	4335	4026
ENSRNOG00000016141	0	0	0	0	1	0
ENSRNOG00000016143	71	50	66	74	72	58
ENSRNOG00000016145	1889.363	1881.525	2373.168	2280.68	2214.272	2283.741
ENSRNOG00000016146	73.9958	60.9581	78.5111	62.0537	72	51.2984
ENSRNOG00000016147	1	0	0	0	0	0
ENSRNOG00000016148	2241	1635	1737	2509	1644	2580
ENSRNOG00000016149	1	0	0	2	7	3
ENSRNOG00000016150	726	673	743	699	657	709
ENSRNOG00000016151	24	26	27	74	33	86
ENSRNOG00000016152	744	979	870	937	880	1075
ENSRNOG00000016156	435	449	675	808	556	758
ENSRNOG00000016161	2712	2407	2582	2514	2519	2487
ENSRNOG00000016163	135	142.9995	180.0003	209.9998	146.0001	213.0004
ENSRNOG00000016164	5	8	6	9	1	13
ENSRNOG00000016166	1737	1611	1511	1949	1673	1809
ENSRNOG00000016167	147	105	121	150	146	130
ENSRNOG00000016172	630	650	760	781	740	836
ENSRNOG00000016173	1	0	0	0	0	0
ENSRNOG00000016174	195	186	239	221	217	239
ENSRNOG00000016177	48	38	55	60	42	59
ENSRNOG00000016179	6.0048	7	8.02585	12.015	12.02804	9.02557
ENSRNOG00000016180	987	1011	937	966	1142	962
ENSRNOG00000016181	1425.9952	1499.0011	1930.0022	2543.0004	1972.0003	2242.001
ENSRNOG00000016182	93.7708	77.7356	122.503	149.295	96.4331	131.945
ENSRNOG00000016183	303	340	430	404	458	426
ENSRNOG00000016186	341	326	340	332	351	334
ENSRNOG00000016187	124	130	149	143	174	177
ENSRNOG00000016189	196.0003	182.0003	209.0003	226.9998	208.9997	191.0004
ENSRNOG00000016190	5074	4176	4249	4209	4448	4051
ENSRNOG00000016193	179	146	127	116	146	129
ENSRNOG00000016196	116.99995	80	122.0001	88	111.000009728	99
ENSRNOG00000016199	0	0	0	0	1	0
ENSRNOG00000016200	810	744	895	927	900	971
ENSRNOG00000016201	1031	1068	1052	926	1144	894
ENSRNOG00000016203	33	28	24	29	25	28
ENSRNOG00000016204	61.99995	43	80.99998	75	57.99998	67.99997
ENSRNOG00000016206	537	587	656	749	713	679
ENSRNOG00000016207	1386	1433	1426	1566	1486	1491
ENSRNOG00000016208	27	39	42	46	37	44
ENSRNOG00000016210	44	36.00002	32.0076	42.01528	37	40.0924
ENSRNOG00000016212	1682	1553	1819	1844	1756	1993
ENSRNOG00000016213	498	630	690	614	660	620
ENSRNOG00000016214	3236.8	2892.09	3306.58	2865.99	3102.06	3244.88
ENSRNOG00000016216	251	196	209	272	291	223
ENSRNOG00000016217	573.658	561.05	522.191	549.535	511.493	561.947
ENSRNOG00000016218	1503	1609	2021	1957	1868	2108
ENSRNOG00000016219	860	1070	1163	909	1106	936
ENSRNOG00000016220	10124	9580.89	8519.62	8309.91	10327	7879.81
ENSRNOG00000016221	5	10	7	15	10	15
ENSRNOG00000016222	25	39	59	70	56	55
ENSRNOG00000016223	0	0	0	0	0	0
ENSRNOG00000016224	148	140	160	168	158	148
ENSRNOG00000016225	20	24.00002	17.00001	18.00001	22	23.99997
ENSRNOG00000016226	203.99987	250	206	186.99952	224.00002	228.9996
ENSRNOG00000016227	2819.9952	2557.00221	2140.9955	2520.9979	2432.0023	2557.0043
ENSRNOG00000016229	526	356.9996	503	537	433	532
ENSRNOG00000016231	970	963	1013	1009	964	946
ENSRNOG00000016234	2317	2086	2200	2178	2211	2090
ENSRNOG00000016239	362	466	434	444	496	374
ENSRNOG00000016242	2639	2178	2735	2954	2773	2576
ENSRNOG00000016243	26466	19280	18235	25412	21183	23992
ENSRNOG00000016244	3481.004	1945.004	2283.996	2866.001	2303.999	2625.003
ENSRNOG00000016245	32	15	23	28	43	22
ENSRNOG00000016246	567	520	640	645	611	635
ENSRNOG00000016247	2	9	11	7	6	2
ENSRNOG00000016248	149	220	226	110	232	138
ENSRNOG00000016249	1416	1271	1456	1542	1432	1716
ENSRNOG00000016250	1418	1261	1388	1526	1383	1522
ENSRNOG00000016251	3542	3251	3024	3204	3481	3318
ENSRNOG00000016252	136	176	222	229	189	196
ENSRNOG00000016253	0	0	0	0	0	0
ENSRNOG00000016254	325.0125	287.1773	369.655	394.603	385.382	381.446
ENSRNOG00000016255	351	527	611	573	614	503
ENSRNOG00000016256	2138.99700002905	2113	2536.99700007685	2535.998	2415.99900021637	2966.004043944
ENSRNOG00000016257	1152	1307	1285	1537	1472	1334
ENSRNOG00000016258	853	819	1119	1136.003	1012	1156.998
ENSRNOG00000016260	121.104	118.219	105.489	157.253	91.6011	157.714
ENSRNOG00000016262	0	1	0	0	0	1
ENSRNOG00000016265	930	1010	1021	1122	1066	1129
ENSRNOG00000016266	876	740	628	747	723	810
ENSRNOG00000016267	114.9997	150.0001	207.00015	174.99963	133.99979	169
ENSRNOG00000016269	1259	1136	1216	1246	1275	1261
ENSRNOG00000016271	3844	4798	5158	4724	5234	4115
ENSRNOG00000016272	3988	4259	3820	3968	4681	3579
ENSRNOG00000016273	495	523	477	554	520	615
ENSRNOG00000016274	106	120	154	108	128	154
ENSRNOG00000016275	31	22	15	31	20	16
ENSRNOG00000016278	1	1	0	1	0	0
ENSRNOG00000016279	125.867	144.152	178.002	129.153	142.148	144.073
ENSRNOG00000016280	861	1114	1142	1208	1210	1140
ENSRNOG00000016281	27703	24641	32603	32633	25199	31459
ENSRNOG00000016283	0	0	0	0	1	0
ENSRNOG00000016284	0	0	0	0	0	0
ENSRNOG00000016286	0	0	0	1	0	1
ENSRNOG00000016288	145	129	163	136	158	152
ENSRNOG00000016289	11	12	19	25	11	37
ENSRNOG00000016291	0	0	0	0	0	0
ENSRNOG00000016292	70.6524	43.0533	64.6755	41.2493	44.1938	70.5837
ENSRNOG00000016294	45	30	45	56	50	41
ENSRNOG00000016295	0	1	0	0	0	0
ENSRNOG00000016298	866	798.302	709.077	663.251	728.691	776.283
ENSRNOG00000016299	285	249	267	317	248	301
ENSRNOG00000016301	1	1	0	1	0	0
ENSRNOG00000016302	6	2	4	8	2	4
ENSRNOG00000016303	277	206	313	306	276	334
ENSRNOG00000016306	69.93613	62.08012	72.75594	55.61202	83.17738	83.91043
ENSRNOG00000016307	0	0	0	0	0	0
ENSRNOG00000016308	6	6	9	8	7	4
ENSRNOG00000016309	463	381	467	490	512	521
ENSRNOG00000016311	4.05101	4.04572	0	3.01783	3.01829	1.00644
ENSRNOG00000016312	3	0	1	0	4	1
ENSRNOG00000016313	536	619	621	636	685	617
ENSRNOG00000016315	815	718	797	773	832	738
ENSRNOG00000016316	1056	1173	1315	1523	1447	1361
